编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,,化合物分类,SMILES,InChI,InChIKey,药材种类
YJ-001,/,1-p-coumaroyl-cinnamic acid,/,310.0841,C18H14O5,,,其他,OC(/C=C/C1=CC=C(OC2=CC=C(/C=C/C(O)=O)C=C2)C=C1)=O,"InChI=1S/C18H14O5/c19-17(20)11-5-13-1-7-15(8-2-13)23-16-9-3-14(4-10-16)6-12-18(21)22/h1-12H,(H,19,20)(H,21,22)/b11-5+,12-6+",ILNUBQRZEIITST-YDWXAUTNSA-N,郁金
YJ-002,/,1-feruloyloxy-2-methoxycinnamic acid,/,370.1053,C20H18O7,,,其他,OC(/C=C/C1=CC(OC)=C(OC2=CC=C(/C=C/C(O)=O)C=C2OC)C=C1)=O,"InChI=1S/C20H18O7/c1-25-17-11-13(5-9-19(21)22)3-7-15(17)27-16-8-4-14(6-10-20(23)24)12-18(16)26-2/h3-12H,1-2H3,(H,21,22)(H,23,24)/b9-5+,10-6+",BRYJSPGJWTUCLS-NXZHAISVSA-N,郁金
YJ-003,/,1-feruloyloxy-cinnamic acid,/,340.0947,C19H16O6,,,其他,OC(/C=C/C1=CC(OC)=C(OC2=CC=C(/C=C/C(O)=O)C=C2)C=C1)=O,,LIDBMKQHEFEVDP-YOYBCKCWSA-N,郁金
YJ-004, 芳樟醇,linalool,78-70-6,154.1358,C10H18O,,,萜类,CC(C)=C1C2C(C(C)C)C(C)(C)C1C(C)C2,"InChI=1S/C10H16/c1-7(2)9-5-8(3)4-6-10(9,3)4/h5H,6H2,1-4H3/t8-,9+,10+/m1/s1",LEPXBLXIMQIZNS-UHFFFAOYSA-N,郁金
YJ-005,柠檬烯,limonene,138-86-3,136.1252,C10H16,,,萜类,C=C(C)C1CC=C(C)C1,"InChI=1S/C10H16/c1-7(2)9-5-8(3)4-6-10(9,3)4/h5H,6H2,1-4H3/t8-,9+,10+/m1/s1",LEPXBLXIMQIZNS-UHFFFAOYSA-N,郁金
YJ-006,,Isobornylacetate,79-92-5,196.1463,C12H20O2,,,挥发油,CC1(C)C2CCC1(C)C(C)(C)C2,"InChI=1S/C10H16/c1-7(2)9-5-8(3)4-6-10(9,3)4/h5H,6H2,1-4H3/t8-,9+,10+/m1/s1",LEPXBLXIMQIZNS-UHFFFAOYSA-N,郁金
YJ-007,合成樟脑,Camphor,76-22-2,152.1201,C10H16O,,,萜类,CC1(C)C2CCC1(C)C(C)(C)C2,"InChI=1S/C10H16/c1-7(2)9-5-8(3)4-6-10(9,3)4/h5H,6H2,1-4H3/t8-,9+,10+/m1/s1",LEPXBLXIMQIZNS-UHFFFAOYSA-N,郁金
YJ-008,莰烯,Camphene,79-92-5,136.1252,C10H16,,,萜类,CC1(C2CCC(C2)C1=C)C,"InChI=1S/C10H16/c1-10(2)8-4-5-9(6-8)7-3-9/h6H,3-5,7-8H2,1-2H3",CRPUJAZIXJMDBK-UHFFFAOYSA-N,郁金
YJ-009,α-蒎烯,α-pinene,2437-95-8,136.1252,C10H16,,,萜类,CC1(C)C2CCC1(C)C(C)(C)C2,"InChI=1S/C10H16/c1-7(2)9-5-8(3)4-6-10(9,3)4/h5H,6H2,1-4H3/t8-,9+,10+/m1/s1",LEPXBLXIMQIZNS-UHFFFAOYSA-N,郁金
YJ-010,/,"7-hydroxy-5(10),6,8-cadinatriene-4-one",/,232.1463,C15H20O2,,,萜类,CC1=CC(O)=C(C(C)C)C2=C1CCC(C)C2=O,"InChI=1S/C15H20O2/c1-8(2)13-12(16)7-10(4)11-6-5-9(3)15(17)14(11)13/h7-9,16H,5-6H2,1-4H3",OOONMFDDROOGTL-UHFFFAOYSA-N,郁金
YJ-011,/,Curmadione,/,234.162,C15H22O2,,,萜类,CCC(CC1=CC/C(C(CC1C)=O)=C(C)\C)=O,"InChI=1S/C15H22O2/c1-5-13(16)9-12-6-7-14(10(2)3)15(17)8-11(12)4/h6,11H,5,7-9H2,1-4H3",JXBMAOPQNNTXPM-UHFFFAOYSA-N,郁金
YJ-012,/,Curcumadionl,/,246.162,C16H22O2,,,萜类,CC(CCC1=CC=C(C(C)(O)C)C(C=C1C)=O)=C,"InChI=1S/C16H22O2/c1-11(2)6-7-13-8-9-14(16(4,5)18)15(17)10-12(13)3/h8-10,18H,1,6-7H2,2-5H3",NEPYTGBNBMNLCZ-UHFFFAOYSA-N,郁金
YJ-013,/,"(5R,6R,7αR)-5-isopropenyl-3,6-dimethyl-6-vinyl-5,6,7,7α-tetrahydro-4H-benzofuran-2-one",/,232.1463,C15H20O2,,,萜类,C=C[C@]([C@H](C(C)=C)CC1=C2C)(C)C[C@H]1OC2=O,"InChI=1S/C15H20O2/c1-6-15(5)8-13-11(7-12(15)9(2)3)10(4)14(16)17-13/h6,12-13H,1-2,7-8H2,3-5H3/t12-,13+,15+/m0/s1",IEOHWPUTLCTSCQ-GZBFAFLISA-N,郁金
YJ-014,/,8-hydroxyisogermafurenolide,/,248.1412,C15H20O3,,,萜类,C=C[C@]([C@H](C(C)=C)CC1=C2C)(C)C[C@]1(O)OC2=O,"InChI=1S/C15H20O3/c1-6-14(5)8-15(17)12(7-11(14)9(2)3)10(4)13(16)18-15/h6,11,17H,1-2,7-8H2,3-5H3/t11-,14+,15-/m0/s1",SZSKOUUYIBMAJD-GLQYFDAESA-N,郁金
YJ-015,/,β-elemenone,20303-60-0,218.1671,C15H20O,,,萜类,O=C1/C(=C(\C)/C)/C[C@@H](C(=C)C)[C@@](C=C)(C)C1,"InChI=1S/C15H22O/c1-7-15(6)9-14(16)12(10(2)3)8-13(15)11(4)5/h7,13H,1,4,8-9H2,2-3,5-6H3/t13-,15+/m0/s1",ABLPGPHZENVRRH-UHFFFAOYSA-N?,郁金
YJ-016,/,Cyperusol C,682351-37-7,238.1933,C15H26O2,,,萜类,CC1=C2C[C@H]3C@@(O)CCC@@H[C@]3(C)C=C2NC1=O,"InChI=1S/C15H26O2/c1-9-5-4-6-10(14(2,3)19)12(17)7-15(9,4)13(18)8-11(9)16/h5,11,16H,4,6-8H2,1-3H3/t11-,15-/m1/s1",KKMNIZPEJCNIBH-QLFBSQMISA-N?,郁金
YJ-017,/,"Eudesm-11-ene-4α,6α-diol",/,238.1933,C15H26O2,,,萜类,C[C@@]12[C@]([C@@H](O)[C@H](C(C)=C)CC2)([H])[C@](C)(O)CCC1,"InChI=1S/C15H26O2/c1-10(2)11-6-9-14(3)7-5-8-15(4,17)13(14)12(11)16/h11-13,16-17H,1,5-9H2,2-4H3/t11-,12-,13+,14+,15+/m0/s1",CCWMYNVZWDFDKI-VQJWOFKYSA-N,郁金
YJ-018,/,"1β-hydroxyeudesma-4,11-dien-3-on",/,234.162,C15H22O2,,,萜类,C[C@@]12C(C[C@H](C(C)=C)CC2)=C(C)C(C[C@H]1O)=O,"InChI=1S/C15H22O2/c1-9(2)11-5-6-15(4)12(7-11)10(3)13(16)8-14(15)17/h11,14,17H,1,5-8H2,2-4H3/t11-,14-,15-/m1/s1",MROVETGJOLYNJI-KCPJHIHWSA-N,郁金
YJ-019,/,"1α,4β-dihydroxyeudesm-7(11)-en-8-one",/,252.1725,C15H24O3,,,萜类,C[C@]12[C@]([C@](O)(C)CC[C@@H]1O)([H])C/C(C(C2)=O)=C(C)\C,"InChI=1S/C15H24O3/c1-9(2)10-7-12-14(3,8-11(10)16)13(17)5-6-15(12,4)18/h12-13,17-18H,5-8H2,1-4H3/t12-,13-,14-,15-/m0/s1",KHFSPJXTNDFGFT-AJNGGQMLSA-N,郁金
YJ-020,/,Phaeusmane A,1450890-27-3,268.1675,C15H24O4,,,萜类,CC@H1CC/C=C(\CC@@2(C(=C(C(=O)O2)C)CC1=O)C)/C,"InChI=1S/C15H20O4/c1-9-5-4-6-10(2)13(16)7-12-11(3)14(17)19-15(12,18)8-9/h5,10,18H,4,6-8H2,1-3H3/b9-5-/t10-,15+/m0/s1",SCOXWKWLFRIELY-LPBQMQTMSA-N,郁金
YJ-021,/,Phaeusmane B,1450890-28-4,268.1675,C15H24O4,,,萜类,CC1CCC=C(CC2(C(=C(C(=O)O2)C)CC1=O)C,"InChI=1S/C15H20O3/c1-10-5-4-6-11(2)9-15-13(8-7-10)12(3)14(16)18-15/h6-7,15H,4-5,8-9H2,1-3H3/b10-7+,11-6+",RNKGNLZCXUOTKL-NXAIOARDSA-N,郁金
YJ-022,/,Phaeusmane C,1450839-79-8,264.1362,C15H20O4,,,萜类,CC1=C2C=C(C(C)(C)O)C(CC3=C2C(CC1=O)C(C)(C)O)C3,"InChI=1S/C15H20O4/c1-8-9-5-10(14(2,3)19)12(17)7-15(9,4)13(18)6-11(8)16/h5,13-14,17,19H,4,6-7H2,1-3H3",KKMNIZPEJCNIBH-QLFBSQMISA-N?,郁金
YJ-023,/,Phaeusmane D,/,266.1518,C15H22O4,,,萜类,C[C@@]12C(C=C(C(C)(O)C)C(C2)=O)=C(C)[C@H](O)C[C@H]1O,"InChI=1S/C15H22O4/c1-8-9-5-10(14(2,3)19)12(17)7-15(9,4)13(18)6-11(8)16/h5,11,13,16,18-19H,6-7H2,1-4H3/t11-,13-,15-/m1/s1",MPZOPKJRFZGWNN-UXIGCNINSA-N,郁金
YJ-024,/,Phaeusmane E,/,250.1269,C15H22O3,,,萜类,C[C@@]12C(C=C(C(C)(O)C)C(C2)=O)=C(C)CC[C@H]1O,"InChI=1S/C15H22O3/c1-9-5-6-13(17)15(4)8-12(16)11(7-10(9)15)14(2,3)18/h7,13,17-18H,5-6,8H2,1-4H3/t13-,15-/m1/s1",VZOHTQWAWQNEKN-UKRRQHHQSA-N,郁金
YJ-025,/,"1-hydroxyeudesma-4(14),7(11)-dien-8-one",/,234.162,C15H22O2,,,萜类,O[C@H](CC1)[C@@]2(C)[C@](C/C(C(C2)=O)=C(C)/C)([H])C1=C,"InChI=1S/C15H22O2/c1-9(2)11-7-12-10(3)5-6-14(17)15(12,4)8-13(11)16/h12,14,17H,3,5-8H2,1-2,4H3/t12-,14+,15+/m0/s1",RNPATHMVDZZOLZ-NWANDNLSSA-N,郁金
YJ-026,/,"1-hydroxyeudesma-3,7(11)-dien-8-one",/,234.162,C15H22O2,,,萜类,O[C@H]1[C@@]2(C)[C@](C/C(C(C2)=O)=C(C)/C)([H])C(C)=CC1,"InChI=1S/C15H22O2/c1-9(2)11-7-12-10(3)5-6-14(17)15(12,4)8-13(11)16/h5,12,14,17H,6-8H2,1-4H3/t12-,14+,15+/m0/s1",PYHXKVYCZAIDHI-NWANDNLSSA-N,郁金
YJ-027,/,"9-hydroxyeudesma-3,7(11)-dien-6-one",/,234.162,C15H22O2,,,萜类,C[C@@]12[C@@](C(/C(C[C@@H]2O)=C(C)/C)=O)([H])C(C)=CCC1,"InChI=1S/C15H22O2/c1-9(2)11-8-12(16)15(4)7-5-6-10(3)13(15)14(11)17/h6,12-13,16H,5,7-8H2,1-4H3/t12-,13-,15+/m0/s1",FGKDIQCBPONYHK-KCQAQPDRSA-N,郁金
YJ-028,/,Phaeusmane H,1450890-29-5,263.1512,C15H21NO3,,,萜类,O=C1C(C)=C2C[C@]3([H])[C@@]([C@H](O)CC[C@]3(C)O)(C)C=C2N1,"InChI=1S/C15H21NO3/c1-8-9-6-11-14(2,7-10(9)16-13(8)18)12(17)4-5-15(11,3)19/h7,11-12,17,19H,4-6H2,1-3H3,(H,16,18)/t11-,12-,14-,15+/m1/s1",KKMNIZPEJCNIBH-GBOPCIDUSA-N,郁金
YJ-029,/,Phaeusmane G,1637251-87-6,264.1362,C15H20O4,,,萜类,O=C1C(C)=C2C[C@]3([H])[C@@]([C@H](O)CC[C@@]3(C)O)(C)C=C2O1,"InChI=1S/C15H20O4/c1-8-9-6-11-14(2,7-10(9)19-13(8)17)12(16)4-5-15(11,3)18/h7,11-12,16,18H,4-6H2,1-3H3/t11-,12-,14-,15-/m1/s1",HJSBLJSUUUMNTF-QHSBEEBCSA-N,郁金
YJ-030,/,Phaeusmane F,/,280.1311,C15H20O5,,,萜类,O=C1C(C)=C2C[C@]3([H])[C@@](C(CC[C@@]3(C)O)=O)(C)C[C@]2(O)O1,"InChI=1S/C15H20O5/c1-8-9-6-10-13(2,7-15(9,19)20-12(8)17)11(16)4-5-14(10,3)18/h10,18-19H,4-7H2,1-3H3/t10-,13-,14-,15+/m1/s1",WOUOHRGMGFVELV-QZKOUSHUSA-N,郁金
YJ-031,/,Neolitamone A,/,264.1362,C15H20O4,,,萜类,CC1=C2C[C@]3([H])[C@@]([C@H](O)CCC3=C)(C)C[C@@](O)2OC1=O,"InChI=1S/C15H20O4/c1-8-4-5-12(16)14(3)7-15(18)11(6-10(8)14)9(2)13(17)19-15/h10,12,16,18H,1,4-7H2,2-3H3/t10-,12+,14+,15-/m0/s1",WSGUEAHXLYQKIH-BTQDYEIMSA-N,郁金
YJ-032,/,"1β,8β-dihydroxyeudesma-4(15),7(11)-dien-8α,12-olide",/,264.1362,C15H20O4,,,萜类,CC1=C2C[C@]3([H])[C@@]([C@H](O)CCC3=C)(C)C[C@@](O)2OC1=O,"InChI=1S/C15H20O4/c1-8-4-5-12(16)14(3)7-15(18)11(6-10(8)14)9(2)13(17)19-15/h10,12,16,18H,1,4-7H2,2-3H3/t10-,12+,14+,15-/m0/s1",WSGUEAHXLYQKIH-BTQDYEIMSA-N,郁金
YJ-033,/,"(7Z)-1β,4α-dihydroxy-5α,8β(H)-eudesm-7(11)-en-8,12-olide",/,266.1518,C15H22O4,,,萜类,CC1=C2C[C@]3([H])[C@@]([C@H](O)CC[C@@]3(C)O)(C)C[C@@]([H])2OC1=O,"InChI=1S/C15H22O4/c1-8-9-6-11-14(2,7-10(9)19-13(8)17)12(16)4-5-15(11,3)18/h10-12,16,18H,4-7H2,1-3H3/t10-,11+,12+,14+,15+/m0/s1",BCMMNIMNKUKKCI-PGKPSXLWSA-N,郁金
YJ-034,/,"(7Z)-1β,4β-dihydroxy-5α,8β(H)-eudesm-7(11)-en-8,12-olide",/,266.1518,C15H22O4,,,萜类,CC1=C2C[C@]3([H])[C@@]([C@H](O)CC[C@@]3(O)C)(C)C[C@@]([H])2OC1=O,"InChI=1S/C15H22O4/c1-8-9-6-11-14(2,7-10(9)19-13(8)17)12(16)4-5-15(11,3)18/h10-12,16,18H,4-7H2,1-3H3/t10-,11+,12+,14+,15-/m0/s1",BCMMNIMNKUKKCI-PRSHDEELSA-N,郁金
YJ-035,/,Chlomultin B,1253208-25-1,246.1256,C15H18O3,,,萜类,Cc1coc2CC3(C)C(O)CC=C(C)C3C(=O)c12,"InChI=1S/C15H18O3/c1-8-4-5-11(16)15(3)6-10-12(9(2)7-18-10)14(17)13(8)15/h4,7,11,13,16H,5-6H2,1-3H3",JYWURVVLRXXLFU-UHFFFAOYSA-N?,郁金
YJ-036,/,Myrrhterpenoid,/,248.1049,C14H16O4,,,萜类,CC1=COC2=C1C([C@@]3([H])C(CC[C@H](O)[C@@]3(C)C2)=O)=O,"InChI=1S/C14H16O4/c1-7-6-18-9-5-14(2)10(16)4-3-8(15)12(14)13(17)11(7)9/h6,10,12,16H,3-5H2,1-2H3/t10-,12+,14+/m0/s1",AQAKGOQRPAPNEC-ZKYQVNSYSA-N,郁金
YJ-037,/,"1β,8β-dihydroxyeudesma-3,7(11)-dien-8α,12-olid",/,250.1205,C14H18O4,,,萜类,C[C@@]12[C@](CC([C@]3(O)C2)=CC(O3)=O)([H])C(C)=CC[C@H]1O,"InChI=1S/C14H18O4/c1-8-3-4-11(15)13(2)7-14(17)9(5-10(8)13)6-12(16)18-14/h3,6,10-11,15,17H,4-5,7H2,1-2H3/t10-,11+,13+,14-/m0/s1",ULPDQZYCZSOSDY-UNJBNNCHSA-N,郁金
YJ-038,/,"1β,8β-dihydroxyeudesma-4,7(11)-dien-8α,12-olide",/,264.1362,C15H20O4,,,萜类,C[C@@]12C(CC([C@]3(O)C2)=C(C)C(O3)=O)=C(CC[C@H]1O)C,"InChI=1S/C15H20O4/c1-8-4-5-12(16)14(3)7-15(18)11(6-10(8)14)9(2)13(17)19-15/h12,16,18H,4-7H2,1-3H3/t12-,14-,15+/m1/s1",UGCMUIHTLXTBJO-YUELXQCFSA-N,郁金
YJ-039,/,Germacrene D,23986-74-5,204.1878,C15H24,,,萜类,C=C1/C=C/C(C(C)C)CC/C(C)=C\CC1,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8-,14-7-/t15-/m0/s1",GAIBLDCXCZKKJE-QRYCCKSOSA-N?,郁金
YJ-040,"(4S,5S)-(+)-吉马酮 4,5-环氧化物","(4S,5S)-germacrone-4,5-epoxide",92691-35-5,234.162,C15H22O2,,,萜类,CC1=CCCC2(C(O2)CC(=C(C)C)C(=O)C1)C,"InChI=1S/C15H22O2/c1-10(2)12-9-14-15(4,17-14)7-5-6-11(3)8-13(12)16/h5,6,8,9,12-13H,7H2,1-4H3/t8-,9+,12+,13-,15+/m1/s1",DWGVRYKQVZGSIB-NFAWXSAZSA-N?,郁金
YJ-041,/,"(1S,10S),(4S,5S)-germacrone-1(10),4-diepoxide",70629-66-2,250.1269,C15H22O3,,,萜类,C/C(C)=C(C[C@H]1O[C@@](C)1CC[C@H](O2)[C@]2(C)C3)\C3=O,"InChI=1S/C15H22O3/c1-9(2)10-7-13-14(3,18-13)6-5-12-15(4,17-12)8-11(10)16/h12-13H,5-8H2,1-4H3/t12-,13+,14+,15-/m0/s1",GTHJHHZMCSHKDZ-YJNKXOJESA-N,郁金
YJ-042,/,"3,4-epoxy-6,9-germacranedione",/,250.1269,C15H22O3,,,萜类,C/C(C)=C(C[C@H]1O[C@@](C)1CC[C@@H]2O[C@](C)2C3)\C3=O,"InChI=1S/C15H22O3/c1-9(2)10-7-13-14(3,18-13)6-5-12-15(4,17-12)8-11(10)16/h12-13H,5-8H2,1-4H3/t12-,13+,14+,15-/m0/s1",GTHJHHZMCSHKDZ-YJNKXOJESA-N,郁金
YJ-043,/,"(1α,4β,5α,10β)1,104,5-diepoxy-7(11)-germacren-8-one",/,252.1725,C15H24O3,,,萜类,CC([C@@H]1CC([C@@H](CC[C@@H](O2)[C@@]2(CC1=O)C)C)=O)C,"InChI=1S/C15H24O3/c1-9(2)11-7-12(16)10(3)5-6-14-15(4,18-14)8-13(11)17/h9-11,14H,5-8H2,1-4H3/t10-,11+,14-,15+/m1/s1",QYYOHVOJFGDMRL-BVIHXZOGSA-N,郁金
YJ-044,4-表-莪术醇,4-epi-curcumenol,350602-21-0,249.1955,C16H25O2,,,萜类,CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O,"InChI=1S/C15H22O2/c1-9(2)13-8-14-11(4)5-6-12(14)10(3)7-15(13,16)17-14/h7,11-12,16H,5-6,8H2,1-4H3/t11-,12+,14+,15-/m1/s1",ISFMXVMWEWLJGJ-PAPYEOQZSA-N,郁金
YJ-045,/,Phaeocaulisin E,?1443040-31-0,251.1647,C15H23O3,,,萜类,CC(=C1C[C@H]2C@@HC@@(C)O)C,"InChI=1S/C15H24O3/c1-9(2)10-7-12-11(5-6-14(12,3)17)15(4,18)8-13(10)16/h11-12,17-18H,5-8H2,1-4H3/t11-,12+,14+,15+/m1/s1",TXIKNNOOLCGADE-DHMWGJHJSA-N,郁金
YJ-046,/,Phaeocaulisin D,1443004-44-1,248.1412,C15H20O3,,,萜类,CC1CCC=C(CC2=C(C(=C(CC1=O)C)C)C)C,"InChI=1S/C15H22O2/c1-10-5-4-6-11(2)9-14-13(8-7-10)12(3)15(16)17-14/h6-7,14H,4-5,8-9H2,1-3H3/b10-7+,11-6+",SLGKCOCDZZQQLY-NXAIOARDSA-N?,郁金
YJ-047,/,"8,9-seco-4b-hydroxy-1a,5βH-7(11)-guaen-8,10-olide",/,252.1725,C15H24O3,,,萜类,C/C(C)=C(C[C@]1([H])[C@](O)(C)CC[C@]([H])1C2(C)C)/C(O2)=O,"InChI=1S/C15H24O3/c1-9(2)10-8-12-11(6-7-15(12,5)17)14(3,4)18-13(10)16/h11-12,17H,6-8H2,1-5H3/t11-,12+,15+/m1/s1",PJLSRZWITOHTEG-XUJVJEKNSA-N,郁金
YJ-048,/,Phaeocaulisin F,/,234.162,C15H22O2,,,萜类,O=C1/C(C[C@]2([H])[C@](O)(C)CC[C@@]2([H])C(C)=C1)=C(C)/C,"InChI=1S/C15H22O2/c1-9(2)12-8-13-11(5-6-15(13,4)17)10(3)7-14(12)16/h7,11,13,17H,5-6,8H2,1-4H3/t11-,13-,15-/m0/s1",RHBOHEXDGUVIIY-WHOFXGATSA-N,郁金
YJ-049,/,Phaeocaulisin J,/,224.1412,C13H20O3,,,萜类,O[C@]12[C@@](CC([H])C(C=C2CC)=O)([H])[C@](O)(C)CC1,"InChI=1S/C13H20O3/c1-3-9-8-10(14)4-5-11-12(2,15)6-7-13(9,11)16/h8,11,15-16H,3-7H2,1-2H3/t11-,12+,13-/m1/s1",DYVVQTLOARIPFB-FRRDWIJNSA-N,郁金
YJ-050,/,Phaeocaulisin G,/,264.1362,C15H20O4,,,萜类,C[C@@]1(O)CC[C@]2([H])[C@@]1([H])CC(C3=CC2(O)C)=C(C)C(O3)=O,"InChI=1S/C15H20O4/c1-8-9-6-11-10(4-5-14(11,2)17)15(3,18)7-12(9)19-13(8)16/h7,10-11,17-18H,4-6H2,1-3H3/t10-,11-,14-,15?/m1/s1",SPLDFKJIFZMZQH-MYHWVYRXSA-N,郁金
YJ-051,/,Phaeocaulisin H,/,280.1311,C15H20O5,,,萜类,C[C@]([C@]1(O)[C@](C2)([H])[C@@](CC1)(O)C)(O)C=C3C2=C(C)C(O3)=O,"InChI=1S/C15H20O5/c1-8-9-6-11-13(2,17)4-5-15(11,19)14(3,18)7-10(9)20-12(8)16/h7,11,17-19H,4-6H2,1-3H3/t11-,13+,14-,15+/m0/s1",HPNXJLIPUVXDNH-PMOUVXMZSA-N,郁金
YJ-052,/,Phaeocaulisin I,1438899-53-6,264.1362,C15H20O4,,,萜类,CC1=C2C=C(C(C)(C)O)C(CC3=C2C(CC1=O)C(C)(C)O)C3,"InChI=1S/C15H20O4/c1-8-9-5-10(14(2,3)19)12(17)7-15(9,4)13(18)6-11(8)16/h5,13-14,17,19H,4,6-7H2,1-3H3",KKMNIZPEJCNIBH-QLFBSQMISA-N?,郁金
YJ-053,/,"(1R,4R,5S,10S)-zedoalactone B",/,280.1311,C15H20O5,,,萜类,C[C@@]([C@@]1(O)[C@@](C2)([H])[C@](CC1)(O)C)(O)C=C3C2=C(C)C(O3)=O,"InChI=1S/C15H20O5/c1-8-9-6-11-13(2,17)4-5-15(11,19)14(3,18)7-10(9)20-12(8)16/h7,11,17-19H,4-6H2,1-3H3/t11-,13+,14-,15+/m1/s1",HPNXJLIPUVXDNH-BEAPCOKYSA-N,郁金
YJ-054,/,Phaeocaulisin B,1443004-42-9,266.1518,C15H22O4,,,萜类,CC1CCC=C(CC2=C(C(=C(CC1=O)C)C)C)C,"InChI=1S/C15H22O2/c1-10-5-4-6-11(2)9-14-13(8-7-10)12(3)15(16)17-14/h6-7,14H,4-5,8-9H2,1-3H3/b10-7+,11-6+",SLGKCOCDZZQQLY-NXAIOARDSA-N?,郁金
YJ-055,/,Phaeocaulisin C,/,266.1518,C15H22O4,,,萜类,C[C@@]([C@@]1([H])[C@@](C2)([H])[C@](CC1)(O)C)(O)C[C@]3([H])C2=C(C)C(O3)=O,"InChI=1S/C15H22O4/c1-8-9-6-11-10(4-5-14(11,2)17)15(3,18)7-12(9)19-13(8)16/h10-12,17-18H,4-7H2,1-3H3/t10-,11+,12-,14+,15-/m1/s1",BQDXDGDOYPUUOD-FMKNKJFCSA-N,郁金
YJ-056,/,Phaeocaulisin A,/,266.1518,C15H22O4,,,萜类,C[C@@]([C@]1(O2)[C@](C3)([H])[C@@](CC1)(O)C)(O)[C@H]2C4C3=C(C)C(O4)=O,"InChI=1S/C15H20O5/c1-7-8-6-9-13(2,17)4-5-15(9)14(3,18)11(20-15)10(8)19-12(7)16/h9-11,17-18H,4-6H2,1-3H3/t9-,10?,11+,13?,14+,15+/m0/s1",WTFBCSSQDRUOSF-HVHWMHPPSA-N,郁金
YJ-057,/,"1α,8α-epidioxy-4α-hydroxy-5αH-guai7(11),9-dien-12,8-olide",/,278.1154,C15H18O5,,,萜类,O=C1C(C)=C2C[C@@]3([H])[C@](C)(O)CC[C@@]3(OO4)C(C)=C[C@@]24O1,"InChI=1S/C15H18O5/c1-8-7-15-10(9(2)12(16)18-15)6-11-13(3,17)4-5-14(8,11)19-20-15/h7,11,17H,4-6H2,1-3H3/t11-,13+,14+,15-/m0/s1",AKJVHPBIMFSEHU-MYPMTAMASA-N,郁金
YJ-058,/,(6R)-dehydroxysipandinolide,/,224.1412,C13H20O3,,,挥发油,CC(CC[C@H](/C=C/C1=C(COC1=O)C)C(C)=C)=O,"InChI=1S/C15H20O3/c1-10(2)13(6-5-12(4)16)7-8-14-11(3)9-18-15(14)17/h7-8,13H,1,5-6,9H2,2-4H3/b8-7+/t13-/m1/s1",PIPVGWJYWLNXKC-SBDDDAINSA-N,郁金
YJ-059,/,Daucosterol,/,238.1933,C15H26O2,,,萜类,O[C@@H]1C[C@]2(C)[C@@]3([C@@H](C(C)C)CC2)CC[C@@]1(O3)C,"InChI=1S/C15H26O2/c1-10(2)11-5-6-13(3)9-12(16)14(4)7-8-15(11,13)17-14/h10-12,16H,5-9H2,1-4H3/t11-,12-,13-,14+,15+/m1/s1",VLIUMVVQGMLOJG-ZSAUSMIDSA-N,郁金
YJ-060,/,Zerumin A,/,316.2402,C21H32O2,,,挥发油,C=C(O)C/C(C([H])=O)=C([H])/C[C@H]([C@](CCCC1(C)C)(C)[C@@]1([H])CC2)C2=C,"InChI=1S/C21H32O2/c1-15-7-10-19-20(3,4)11-6-12-21(19,5)18(15)9-8-17(14-22)13-16(2)23/h8,14,18-19,23H,1-2,6-7,9-13H2,3-5H3/b17-8-/t18-,19-,21+/m0/s1",ZGBSNBYLEASUJA-LHIPSNLISA-N,郁金
YJ-061,姜花素D,Coronarin D,119188-37-3,318.2195,C20H30O3,,,萜类,CC1(C2C/C=C3C(OC(O)C\3)=O)C(CCC2=C)C(C)(CCC1)C,"InChI=1S/C20H30O3/c1-14(2)8-7-9-19(3,4)11-10-15(5)18-16(6)17(21)20(22)23-18/h8,15,18,21H,7,9-14H2,1-6H3/b8-7+/t15-,18+/m0/s1",DYYYQLXAGIXUGM-JQFPLDQISA-N?,郁金
YJ-062,/,"5S,9S,10S-(-)-(E)-labda-8(17),11,13-trien-16,15-olide",/,300.2098,C20H28O2,,,萜类,CC(C)C(C)CCCC(C)C1CCC2C1(C)C=C3C=C4CC@HC(C)CCCC(C)C,"InChI=1S/C29H50O/c1-20(2)10-9-14-29(8,19-30)21-11-15-27(6)22-12-16-28(7)23-13-17-26(5)24-18-25(4)20-21-22-23-24-25-26-27-28-29/h10,20-30H,7-19H2,1-6H3/t20-,21+,22+,23-,24+,25-,26+,27-,28+,29-/m1/s1",OJOMZANEUGASBB-HEHNFKLWSA-N?,郁金
YJ-063,β-谷甾醇,β-sitosterol,83-46-5,414.3862,C29H50O,,,甾体,O[C@@H]1CC2=CC[C@@]([C@@]3([H])[C@@]2(C)CC1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@@H](CC[C@@H](CC)C(C)C)C)([H])CC4,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",KZJWDPNRJALLNS-VJSFXXLFSA-N,郁金
